Year,Month,Day,HeatIndex
2016,8,27,22
2016,8,28,19
2016,8,29,18
2016,8,30,20
2016,8,31,19
2016,9,1,19
2016,9,2,22
2016,9,3,22
2016,9,4,20
2016,9,5,24
2016,9,6,24
2016,9,7,23
2016,9,8,24
2016,9,9,25
2016,9,10,26
2016,9,11,25
2016,9,12,24
2016,9,13,20
2016,9,14,19
2016,9,15,24
2016,9,16,23
2016,9,17,21
2016,9,18,21
2016,9,19,23
2016,9,20,24
2016,9,21,24
2016,9,22,24
2016,9,23,23
2016,9,24,23
2016,9,25,24
2016,9,26,23
2016,9,27,20
2016,9,28,23
2016,9,29,22
2016,9,30,24
2016,10,1,23
2016,10,2,23
2016,10,3,22
2016,10,4,22
2016,10,5,25
2016,10,6,24
2016,10,7,19
2016,10,8,23
2016,10,9,21
2016,10,10,24
2016,10,11,24
2016,10,12,23
2016,10,13,21
2016,10,14,23
2016,10,15,22
2016,10,16,19
2016,10,17,21
2016,10,18,25
2016,10,19,21
2016,10,20,19
2016,10,21,21
2016,10,22,26
2016,10,23,27
2016,10,24,25
2016,10,25,26
2016,10,26,26
2016,10,27,26
2016,10,28,24
2016,10,29,24
2016,10,30,24
2016,10,31,24
2016,11,1,24
2016,11,2,22
2016,11,3,24
2016,11,4,23
2016,11,5,23
2016,11,6,24
2016,11,7,20
2016,11,8,22
2016,11,9,24
2016,11,10,22
2016,11,11,25
2016,11,12,22
2016,11,13,25
2016,11,14,25
2016,11,15,26
2016,11,16,22
2016,11,17,25
2016,11,18,23
2016,11,19,19
2016,11,20,24
2016,11,21,25
2016,11,22,25
2016,11,23,25
2016,11,24,23
2016,11,25,23
2016,11,26,18
2016,11,27,21
2016,11,28,23
2016,11,29,22
2016,11,30,23
2016,12,1,26
2016,12,2,25
2016,12,3,26
2016,12,4,24
2016,12,5,24
2016,12,6,26
2016,12,7,24
2016,12,8,24
2016,12,9,21
2016,12,10,23
2016,12,11,22
2016,12,12,24
2016,12,13,25
2016,12,14,23
2016,12,15,21
2016,12,16,21
2016,12,17,22
2016,12,18,23
2016,12,19,23
2016,12,20,24
2016,12,21,24
2016,12,22,23
2016,12,23,25
2016,12,24,22
2016,12,25,24
2016,12,26,22
2016,12,27,24
2016,12,28,24
2016,12,29,23
2016,12,30,21
2016,12,31,24
2017,1,1,22
2017,1,2,24
2017,1,3,23
2017,1,4,23
2017,1,5,25
2017,1,6,22
2017,1,7,21
2017,1,8,23
2017,1,9,23
2017,1,10,23
2017,1,11,19
2017,1,12,22
2017,1,13,23
2017,1,14,22
2017,1,15,22
2017,1,16,22
2017,1,17,20
2017,1,18,21
2017,1,19,23
2017,1,20,23
2017,1,21,23
2017,1,22,21
2017,1,23,22
2017,1,24,21
2017,1,25,21
2017,1,26,19
2017,1,27,21
2017,1,28,22
2017,1,29,22
2017,1,30,22
2017,1,31,24
2017,2,1,23
2017,2,2,22
2017,2,3,21
2017,2,4,23
2017,2,5,20
2017,2,6,24
2017,2,7,23
2017,2,8,21
2017,2,9,21
2017,2,10,18
2017,2,11,19
2017,2,12,21
2017,2,13,19
2017,2,14,17
2017,2,15,18
2017,2,16,23
2017,2,17,21
2017,2,18,23
2017,2,19,19
2017,2,20,23
2017,2,21,24
2017,2,22,25
2017,2,23,24
2017,2,24,24
2017,2,25,23
2017,2,26,24
2017,2,27,22
2017,2,28,24
2017,3,1,22
2017,3,2,21
2017,3,3,22
2017,3,4,23
2017,3,5,21
2017,3,6,22
2017,3,7,22
2017,3,8,24
2017,3,9,23
2017,3,10,23
2017,3,11,26
2017,3,12,26
2017,3,13,26
2017,3,14,30
2017,3,15,23
2017,3,16,23
2017,3,17,23
2017,3,18,24
2017,3,19,23
2017,3,20,24
2017,3,21,26
2017,3,22,24
2017,3,23,28
2017,3,24,24
2017,3,25,25
2017,3,26,27
2017,3,27,24
2017,3,28,23
2017,3,29,25
2017,3,30,27
2017,3,31,24
2017,4,1,24
2017,4,2,23
2017,4,3,23
2017,4,4,23
2017,4,5,25
2017,4,6,25
2017,4,7,25
2017,4,8,25
2017,4,9,24
2017,4,10,26
2017,4,11,26
2017,4,12,25
2017,4,13,25
2017,4,14,24
2017,4,15,26
2017,4,16,27
2017,4,17,23
2017,4,18,26
2017,4,19,26
2017,4,20,27
2017,4,21,24
2017,4,22,24
2017,4,23,25
2017,4,24,24
2017,4,25,25
2017,4,26,24
2017,4,27,24
2017,4,28,25
2017,4,29,26
2017,4,30,25
2017,5,1,25
2017,5,2,28
2017,5,3,24
2017,5,4,27
2017,5,5,24
2017,5,6,26
2017,5,7,25
2017,5,8,24
2017,5,9,24
2017,5,10,28
2017,5,11,25
2017,5,12,26
2017,5,13,26
2017,5,14,25
2017,5,15,27
2017,5,16,25
2017,5,17,24
2017,5,18,22
2017,5,19,25
2017,5,20,22
2017,5,21,21
2017,5,22,24
2017,5,23,25
2017,5,24,23
2017,5,25,24
2017,5,26,23
2017,5,27,23
2017,5,28,25
2017,5,29,24
2017,5,30,24
2017,5,31,23
2017,6,1,25
2017,6,2,24
2017,6,3,25
2017,6,4,25
2017,6,5,25
2017,6,6,27
2017,6,7,25
2017,6,8,25
2017,6,9,28
2017,6,10,23
2017,6,11,21
2017,6,12,25
2017,6,13,25
2017,6,14,29
2017,6,15,28
2017,6,16,26
2017,6,17,25
2017,6,18,28
2017,6,19,24
2017,6,20,25
2017,6,21,26
2017,6,22,24
2017,6,23,25
2017,6,24,26
2017,6,25,26
2017,6,26,25
2017,6,27,25
2017,6,28,26
2017,6,29,24
2017,6,30,25
2017,7,1,25
2017,7,2,24
2017,7,3,25
2017,7,4,22
2017,7,5,23
2017,7,6,25
2017,7,7,28
2017,7,8,24
2017,7,9,25
2017,7,10,26
2017,7,11,22
2017,7,12,24
2017,7,13,23
2017,7,14,24
2017,7,15,23
2017,7,16,23
2017,7,17,23
2017,7,18,27
2017,7,19,23
2017,7,20,22
2017,7,21,25
2017,7,22,23
2017,7,23,22
2017,7,24,22
2017,7,25,25
2017,7,26,21
2017,7,27,20
2017,7,28,19
2017,7,29,19
2017,7,30,20
2017,7,31,22
2017,8,1,21
2017,8,2,20
2017,8,3,23
2017,8,4,23
2017,8,5,22
2017,8,6,22
2017,8,7,23
2017,8,8,25
2017,8,9,25
2017,8,10,25
2017,8,11,26
2017,8,12,25
