Year,Month,Day,HeatIndex
2016,11,20,41
2016,11,21,38
2016,11,22,37
2016,11,23,37
2016,11,24,34
2016,11,25,36
2016,11,26,34
2016,11,27,36
2016,11,28,31
2016,11,29,34
2016,11,30,37
2016,12,1,39
2016,12,2,37
2016,12,3,39
2016,12,4,41
2016,12,5,36
2016,12,6,35
2016,12,7,35
2016,12,8,35
2016,12,9,36
2016,12,10,33
2016,12,11,34
2016,12,12,38
2016,12,13,37
2016,12,14,37
2016,12,15,32
2016,12,16,27
2016,12,17,31
2016,12,18,35
2016,12,19,36
2016,12,20,37
2016,12,21,38
2016,12,22,37
2016,12,23,35
2016,12,24,34
2016,12,25,33
2016,12,26,34
2016,12,27,37
2016,12,28,31
2016,12,29,29
2016,12,30,30
2016,12,31,34
2017,1,1,34
2017,1,2,36
2017,1,3,34
2017,1,4,35
2017,1,5,33
2017,1,6,33
2017,1,7,32
2017,1,8,31
2017,1,9,33
2017,1,10,35
2017,1,11,34
2017,1,12,33
2017,1,13,36
2017,1,14,34
2017,1,15,31
2017,1,16,31
2017,1,17,31
2017,1,18,32
2017,1,19,31
2017,1,20,31
2017,1,21,33
2017,1,22,32
2017,1,23,30
2017,1,24,31
2017,1,25,32
2017,1,26,28
2017,1,27,34
2017,1,28,32
2017,1,29,32
2017,1,30,34
2017,1,31,35
2017,2,1,35
2017,2,2,31
2017,2,3,31
2017,2,4,31
2017,2,5,30
2017,2,6,29
2017,2,7,31
2017,2,8,31
2017,2,9,29
2017,2,10,27
2017,2,11,30
2017,2,12,30
2017,2,13,29
2017,2,14,28
2017,2,15,29
2017,2,16,29
2017,2,17,30
2017,2,18,34
2017,2,19,31
2017,2,20,33
2017,2,21,39
2017,2,22,35
2017,2,23,34
2017,2,24,35
2017,2,25,36
2017,2,26,32
2017,2,27,33
2017,2,28,37
2017,3,1,33
2017,3,2,32
2017,3,3,33
2017,3,4,32
2017,3,5,35
2017,3,6,32
2017,3,7,34
2017,3,8,32
2017,3,9,35
2017,3,10,33
2017,3,11,33
2017,3,12,35
2017,3,13,34
2017,3,14,34
2017,3,15,35
2017,3,16,33
2017,3,17,35
2017,3,18,33
2017,3,19,34
2017,3,20,34
2017,3,21,36
2017,3,22,35
2017,3,23,36
2017,3,24,36
2017,3,25,37
2017,3,26,36
2017,3,27,36
2017,3,28,35
2017,3,29,35
2017,3,30,38
2017,3,31,35
2017,4,1,32
2017,4,2,31
2017,4,3,32
2017,4,4,32
2017,4,5,34
2017,4,6,34
2017,4,7,35
2017,4,8,40
2017,4,9,37
2017,4,10,38
2017,4,11,39
2017,4,12,37
2017,4,13,39
2017,4,14,37
2017,4,15,38
2017,4,16,39
2017,4,17,41
2017,4,18,40
2017,4,19,40
2017,4,20,38
2017,4,21,35
2017,4,22,38
2017,4,23,38
2017,4,24,39
2017,4,25,39
2017,4,26,40
2017,4,27,36
2017,4,28,37
2017,4,29,37
2017,4,30,38
2017,5,1,39
2017,5,2,40
2017,5,3,38
2017,5,4,39
2017,5,5,42
2017,5,6,42
2017,5,7,39
2017,5,8,40
2017,5,9,40
2017,5,10,42
2017,5,11,43
2017,5,12,41
2017,5,13,40
2017,5,14,41
2017,5,15,42
2017,5,16,41
2017,5,17,32
2017,5,18,31
2017,5,19,39
2017,5,20,36
2017,5,21,34
2017,5,22,38
2017,5,23,39
2017,5,24,39
2017,5,25,38
2017,5,26,40
2017,5,27,37
2017,5,28,39
2017,5,29,38
2017,5,30,38
2017,5,31,42
2017,6,1,42
2017,6,2,41
2017,6,3,42
2017,6,4,42
2017,6,5,44
2017,6,6,40
2017,6,7,43
2017,6,8,43
2017,6,9,42
2017,6,10,42
2017,6,11,41
2017,6,12,40
2017,6,13,42
2017,6,14,41
2017,6,15,41
2017,6,16,41
2017,6,17,43
2017,6,18,40
2017,6,19,41
2017,6,20,40
2017,6,21,42
2017,6,22,42
2017,6,23,37
2017,6,24,39
2017,6,25,41
2017,6,26,41
2017,6,27,43
2017,6,28,41
2017,6,29,39
2017,6,30,42
2017,7,1,40
2017,7,2,40
2017,7,3,41
2017,7,4,38
2017,7,5,42
2017,7,6,40
2017,7,7,40
2017,7,8,43
2017,7,9,42
2017,7,10,41
2017,7,11,41
2017,7,12,42
2017,7,13,39
2017,7,14,41
2017,7,15,41
2017,7,16,39
2017,7,17,42
2017,7,18,43
2017,7,19,41
2017,7,20,39
2017,7,21,41
2017,7,22,41
2017,7,23,39
2017,7,24,41
2017,7,25,41
2017,7,26,39
2017,7,27,35
2017,7,28,32
2017,7,29,31
2017,7,30,36
2017,7,31,40
2017,8,1,39
2017,8,2,36
2017,8,3,37
2017,8,4,37
2017,8,5,39
2017,8,6,40
2017,8,7,40
2017,8,8,42
2017,8,9,39
2017,8,10,40
2017,8,11,40
2017,8,12,41
2017,8,13,40
2017,8,14,43
2017,8,15,41
2017,8,16,42
2017,8,17,42
2017,8,18,43
2017,8,19,43
2017,8,20,41
2017,8,21,31
2017,8,22,29
2017,8,23,38
2017,8,24,37
2017,8,25,41
2017,8,26,32
2017,8,27,38
2017,8,28,43
2017,8,29,36
2017,8,30,30
2017,8,31,38
2017,9,1,35
2017,9,2,37
2017,9,3,38
2017,9,4,40
2017,9,5,26
2017,9,6,33
2017,9,7,37
2017,9,8,39
2017,9,9,40
2017,9,10,42
2017,9,11,42
2017,9,12,41
2017,9,13,44
2017,9,14,42
2017,9,15,38
2017,9,16,39
2017,9,17,40
2017,9,18,40
2017,9,19,40
2017,9,20,38
2017,9,21,39
2017,9,22,42
2017,9,23,41
2017,9,24,40
2017,9,25,43
2017,9,26,40
2017,9,27,43
2017,9,28,40
2017,9,29,39
2017,9,30,41
2017,10,1,41
2017,10,2,41
2017,10,3,39
2017,10,4,37
2017,10,5,39
2017,10,6,41
2017,10,7,40
2017,10,8,39
2017,10,9,39
2017,10,10,40
2017,10,11,37
2017,10,12,31
2017,10,13,39
2017,10,14,41
2017,10,15,38
2017,10,16,39
2017,10,17,41
2017,10,18,38
2017,10,19,38
2017,10,20,32
2017,10,21,35
2017,10,22,35
2017,10,23,37
2017,10,24,36
2017,10,25,36
2017,10,26,32
2017,10,27,33
2017,10,28,32
2017,10,29,36
2017,10,30,32
2017,10,31,34
2017,11,1,34
2017,11,2,35
2017,11,3,38
2017,11,4,36
2017,11,5,33
2017,11,6,38
2017,11,7,37
2017,11,8,38
2017,11,9,35
2017,11,10,35
2017,11,11,38
2017,11,12,40
2017,11,13,38
2017,11,14,39
2017,11,15,39
2017,11,16,37
2017,11,17,37
2017,11,18,36
2017,11,19,38
2017,11,20,38
2017,11,21,39
2017,11,22,37
2017,11,23,37
2017,11,24,36
2017,11,25,37
2017,11,26,40
2017,11,27,37
2017,11,28,39
2017,11,29,37
2017,11,30,41
2017,12,1,40
2017,12,2,35
2017,12,3,39
2017,12,4,33
2017,12,5,31
2017,12,6,32
2017,12,7,34
2017,12,8,29
2017,12,9,32
2017,12,10,33
2017,12,11,36
2017,12,12,34
2017,12,13,35
2017,12,14,33
2017,12,15,30
2017,12,16,28
2017,12,17,29
2017,12,18,31
2017,12,19,25
2017,12,20,28
2017,12,21,30
2017,12,22,33
2017,12,23,35
2017,12,24,36
2017,12,25,30
2017,12,26,37
2017,12,27,34
2017,12,28,33
2017,12,29,32
2017,12,30,30
2017,12,31,32
2018,7,1,38
2018,7,2,38
2018,7,3,39
2018,7,4,38
2018,7,5,39
2018,7,6,40
2018,7,7,38
2018,7,8,38
2018,7,9,38
2018,7,10,38
2018,7,11,39
2018,7,12,38
2018,7,13,37
2018,7,14,36
2018,7,15,39
2018,7,16,37
2018,7,17,36
2018,7,18,33
2018,7,19,33
2018,7,20,37
2018,7,21,32
2018,7,22,40
2018,7,23,37
2018,7,24,38
2018,7,25,35
2018,7,26,38
2018,7,27,39
2018,7,28,41
2018,7,29,39
2018,7,30,38
2018,7,31,41
2018,8,1,40
2018,8,2,39
2018,8,3,38
2018,8,4,39
2018,8,5,41
2018,8,6,38
2018,8,7,38
2018,8,8,38
2018,8,9,35
2018,8,10,30
2018,8,11,28
2018,8,12,37
2018,8,13,37
2018,8,14,31
2018,8,15,38
2018,8,16,32
2018,8,17,37
2018,8,18,37
2018,8,19,37
2018,8,20,33
2018,8,21,36
2018,8,22,35
2018,8,23,34
2018,8,24,32
2018,8,25,29
2018,8,26,31
2018,8,27,37
2018,8,28,36
2018,8,29,35
2018,8,30,37
2018,8,31,39
2018,9,1,40
2018,9,2,38
2018,9,3,38
2018,9,4,37
2018,9,5,39
2018,9,6,36
2018,9,7,37
2018,9,8,33
2018,9,9,32
2018,9,10,33
2018,9,11,37
2018,9,12,38
2018,9,13,40
2018,9,14,36
2018,9,15,34
2018,9,16,39
2018,9,17,39
2018,9,18,41
2018,9,19,42
2018,9,20,40
2018,9,21,39
2018,9,22,38
2018,9,23,39
2018,9,24,38
2018,9,25,36
2018,9,26,39
2018,9,27,35
2018,9,28,36
2018,9,29,34
2018,9,30,35
2018,10,1,38
2018,10,2,34
2018,10,3,32
2018,10,4,32
2018,10,5,33
2018,10,6,35
2018,10,7,37
2018,10,8,39
2018,10,9,36
2018,10,10,38
2018,10,11,38
2018,10,12,41
2018,10,13,40
2018,10,14,39
2018,10,15,39
2018,10,16,39
2018,10,17,38
2018,10,18,41
2018,10,19,38
2018,10,20,37
2018,10,21,38
